indent,taxonID,rank,A id,A name,B id,B name,relation,other id,other name,note,reason,changed_props,unchanged
—————————,712,species,-2229739,A.Suncus malayanus,EOL-000000628435,B.Suncus malayanus,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,713,species,-2229724,A.Suncus remyi,EOL-000000628436,B.Suncus remyi,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,714,species,-2229734,A.Suncus fellowesgordoni,EOL-000000628437,B.Suncus fellowesgordoni,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,715,species,-2229742,A.Suncus murinus,EOL-000000628438,B.Suncus murinus,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,716,species,-2229732,A.Suncus lixus,EOL-000000628439,B.Suncus lixus,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,717,species,-2229733,A.Suncus varilla,EOL-000000628440,B.Suncus varilla,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,718,species,-2229730,A.Suncus etruscus,EOL-000000628441,B.Suncus etruscus,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,719,species,-2229722,A.Suncus dayi,EOL-000000628442,B.Suncus dayi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,720,species,-2229721,A.Suncus mertensi,EOL-000000628443,B.Suncus mertensi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,721,species,-2229731,A.Suncus montanus,EOL-000000628444,B.Suncus montanus,=,,,,scientificName,source; taxonomicStatus,
——————————,722,subspecies,-2332157,A.Suncus montanus niger,EOL-000000628445,B.Suncus montanus niger,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,723,subspecies,-2332158,A.Suncus montanus montanus,EOL-000000628446,B.Suncus montanus montanus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,724,species,-2229741,A.Suncus zeylanicus,EOL-000000628447,B.Suncus zeylanicus,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,725,species,-2229740,A.Suncus ater,EOL-000000628448,B.Suncus ater,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,726,species,-2229727,A.Suncus infinitesimus,EOL-000000628449,B.Suncus infinitesimus,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,727,species,-2229723,A.Suncus madagascariensis,EOL-000000628450,B.Suncus madagascariensis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,728,species,-2229738,A.Suncus aequatorius,EOL-000000628451,B.Suncus aequatorius,=,,,,scientificName,source; taxonomicStatus,shared tip
————————,729,genus,-1871905,A.Notiosorex,EOL-000000628452,B.Notiosorex,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
—————————,730,species,-2230186,A.Notiosorex cockrumi,EOL-000000628453,B.Notiosorex cockrumi,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,731,species,-2230188,A.Notiosorex villai,EOL-000000628454,B.Notiosorex villai,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,732,species,-2230185,A.Notiosorex crawfordi,EOL-000000628455,B.Notiosorex crawfordi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,733,species,-2230189,A.Notiosorex evotis,EOL-000000628456,B.Notiosorex evotis,=,,,,scientificName,source; taxonomicStatus,shared tip
————————,734,genus,-1871919,A.Nesiotites,EOL-000000628457,B.Nesiotites,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
—————————,735,species,-2230233,A.Nesiotites similis,EOL-000000628458,B.Nesiotites similis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,736,species,-2230236,A.Nesiotites hidalgo,EOL-000000628459,B.Nesiotites hidalgo,=,,,,scientificName,source; taxonomicStatus,shared tip
————————,737,genus,,,EOL-000000628460,B.Scutisorex,~,-2230245,A.Scutisorex somereni,,monotypic-inversion,,
—————————,738,species,-2230245,A.Scutisorex somereni,EOL-000000628461,B.Scutisorex somereni,=,,,moved,scientificName,source; taxonomicStatus,shared tip
————————,739,genus,-1871895,A.Crocidura,EOL-000000628462,B.Crocidura,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
—————————,740,species,-2229827,A.Crocidura mariquensis,EOL-000000628463,B.Crocidura mariquensis,=,,,,scientificName,source; taxonomicStatus,
——————————,741,subspecies,-2332200,A.Crocidura mariquensis neavei,EOL-000000628464,B.Crocidura mariquensis neavei,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,742,subspecies,-2332199,A.Crocidura mariquensis shortridgei,EOL-000000628465,B.Crocidura mariquensis shortridgei,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,743,subspecies,-2332198,A.Crocidura mariquensis mariquensis,EOL-000000628466,B.Crocidura mariquensis mariquensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,744,species,-2229922,A.Crocidura tarfayensis,EOL-000000628467,B.Crocidura tarfayensis,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,745,species,-2229888,A.Crocidura rhoditis,EOL-000000628468,B.Crocidura rhoditis,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,746,species,-2230002,A.Crocidura grassei,EOL-000000628469,B.Crocidura grassei,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,747,species,-2229943,A.Crocidura hildegardeae,EOL-000000628470,B.Crocidura hildegardeae,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,748,species,-2229994,A.Crocidura lepidura,EOL-000000628471,B.Crocidura lepidura,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,749,species,-2229899,A.Crocidura lanosa,EOL-000000628472,B.Crocidura lanosa,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,750,species,-2229797,A.Crocidura zaphiri,EOL-000000628473,B.Crocidura zaphiri,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,751,species,-2229930,A.Crocidura ansellorum,EOL-000000628474,B.Crocidura ansellorum,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,752,species,-2229898,A.Crocidura baileyi,EOL-000000628475,B.Crocidura baileyi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,753,species,-2229915,A.Crocidura beatus,EOL-000000628476,B.Crocidura beatus,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,754,species,-2229883,A.Crocidura crossei,EOL-000000628477,B.Crocidura crossei,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,755,species,-2229758,A.Crocidura ludia,EOL-000000628478,B.Crocidura ludia,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,756,species,-2229851,A.Crocidura monticola,EOL-000000628479,B.Crocidura monticola,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,757,species,-2229806,A.Crocidura macowi,EOL-000000628480,B.Crocidura macowi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,758,species,-2229991,A.Crocidura baluensis,EOL-000000628481,B.Crocidura baluensis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,759,species,-2229953,A.Crocidura usambarae,EOL-000000628482,B.Crocidura usambarae,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,760,species,-2229843,A.Crocidura eisentrauti,EOL-000000628483,B.Crocidura eisentrauti,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,761,species,-2229778,A.Crocidura negligens,EOL-000000628484,B.Crocidura negligens,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,762,species,-2229968,A.Crocidura buettikoferi,EOL-000000628485,B.Crocidura buettikoferi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,763,species,-2229937,A.Crocidura zarudnyi,EOL-000000628486,B.Crocidura zarudnyi,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,764,species,-2229920,A.Crocidura caspica,EOL-000000628487,B.Crocidura caspica,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,765,species,-2229875,A.Crocidura dhofarensis,EOL-000000628488,B.Crocidura dhofarensis,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,766,species,-2229924,A.Crocidura susiana,EOL-000000628489,B.Crocidura susiana,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,767,species,-2229958,A.Crocidura fuscomurina,EOL-000000628490,B.Crocidura fuscomurina,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,768,species,-2229946,A.Crocidura hilliana,EOL-000000628491,B.Crocidura hilliana,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,769,species,-2229764,A.Crocidura musseri,EOL-000000628492,B.Crocidura musseri,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,770,species,-2229923,A.Crocidura brunnea,EOL-000000628493,B.Crocidura brunnea,=,,,,scientificName,source; taxonomicStatus,
——————————,771,subspecies,-2332272,A.Crocidura brunnea brunnea,EOL-000000628494,B.Crocidura brunnea brunnea,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,772,subspecies,-2332271,A.Crocidura brunnea pudjonica,EOL-000000628495,B.Crocidura brunnea pudjonica,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,773,species,-2229900,A.Crocidura niobe,EOL-000000628496,B.Crocidura niobe,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,774,species,-2229893,A.Crocidura gmelini,EOL-000000628497,B.Crocidura gmelini,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,775,species,-2229813,A.Crocidura maquassiensis,EOL-000000628498,B.Crocidura maquassiensis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,776,species,-2229987,A.Crocidura armenica,EOL-000000628499,B.Crocidura armenica,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,777,species,-2229947,A.Crocidura nigricans,EOL-000000628500,B.Crocidura nigricans,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,778,species,-2229765,A.Crocidura pitmani,EOL-000000628501,B.Crocidura pitmani,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,779,species,-2229775,A.Crocidura lucina,EOL-000000628502,B.Crocidura lucina,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,780,species,-2229862,A.Crocidura poensis,EOL-000000628503,B.Crocidura poensis,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,781,species,-2229838,A.Crocidura nanilla,EOL-000000628504,B.Crocidura nanilla,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,782,species,-2229998,A.Crocidura pullata,EOL-000000628505,B.Crocidura pullata,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,783,species,-2229791,A.Crocidura zimmeri,EOL-000000628506,B.Crocidura zimmeri,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,784,species,-2229970,A.Crocidura thalia,EOL-000000628507,B.Crocidura thalia,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,785,species,-2229867,A.Crocidura picea,EOL-000000628508,B.Crocidura picea,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,786,species,-2229950,A.Crocidura horsfieldii,EOL-000000628509,B.Crocidura horsfieldii,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,787,species,-2229889,A.Crocidura grandiceps,EOL-000000628510,B.Crocidura grandiceps,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,788,species,-2229928,A.Crocidura religiosa,EOL-000000628511,B.Crocidura religiosa,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,789,species,-2229969,A.Crocidura thomensis,EOL-000000628512,B.Crocidura thomensis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,790,species,-2229809,A.Crocidura jouvenetae,EOL-000000628513,B.Crocidura jouvenetae,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,791,species,-2229858,A.Crocidura elgonius,EOL-000000628514,B.Crocidura elgonius,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,792,species,-2230007,A.Crocidura floweri,EOL-000000628515,B.Crocidura floweri,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,793,species,-2229811,A.Crocidura nimbae,EOL-000000628516,B.Crocidura nimbae,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,794,species,-2229914,A.Crocidura nigeriae,EOL-000000628517,B.Crocidura nigeriae,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,795,species,-2230008,A.Crocidura macarthuri,EOL-000000628518,B.Crocidura macarthuri,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,796,species,-2229819,A.Crocidura negrina,EOL-000000628519,B.Crocidura negrina,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,797,species,-2229881,A.Crocidura yankariensis,EOL-000000628520,B.Crocidura yankariensis,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,798,species,-2229925,A.Crocidura arabica,EOL-000000628521,B.Crocidura arabica,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,799,species,-2229856,A.Crocidura attenuata,EOL-000000628522,B.Crocidura attenuata,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,800,species,-2229842,A.Crocidura orientalis,EOL-000000628523,B.Crocidura orientalis,=,,,,scientificName,source; taxonomicStatus,
——————————,801,subspecies,-2332202,A.Crocidura orientalis lawuana,EOL-000000628524,B.Crocidura orientalis lawuana,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,802,subspecies,-2332201,A.Crocidura orientalis orientalis,EOL-000000628525,B.Crocidura orientalis orientalis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,803,species,-2229996,A.Crocidura smithii,EOL-000000628526,B.Crocidura smithii,=,,,,scientificName,source; taxonomicStatus,
——————————,804,subspecies,-2332314,A.Crocidura smithii debalsaci,EOL-000000628527,B.Crocidura smithii debalsaci,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,805,subspecies,-2332313,A.Crocidura smithii smithii,EOL-000000628528,B.Crocidura smithii smithii,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,806,species,-2229877,A.Crocidura bottegi,EOL-000000628529,B.Crocidura bottegi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,807,species,-2229908,A.Crocidura tarella,EOL-000000628530,B.Crocidura tarella,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,808,species,-2229832,A.Crocidura whitakeri,EOL-000000628531,B.Crocidura whitakeri,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,809,species,-2229772,A.Crocidura miya,EOL-000000628532,B.Crocidura miya,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,810,species,-2229815,A.Crocidura erica,EOL-000000628533,B.Crocidura erica,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,811,species,-2229990,A.Crocidura fumosa,EOL-000000628534,B.Crocidura fumosa,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,812,species,-2229779,A.Crocidura cyanea,EOL-000000628535,B.Crocidura cyanea,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,813,species,-2229841,A.Crocidura caliginea,EOL-000000628536,B.Crocidura caliginea,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,814,species,-2229760,A.Crocidura longipes,EOL-000000628537,B.Crocidura longipes,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,815,species,-2229979,A.Crocidura telfordi,EOL-000000628538,B.Crocidura telfordi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,816,species,-2229835,A.Crocidura cinderella,EOL-000000628539,B.Crocidura cinderella,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,817,species,-2229891,A.Crocidura dsinezumi,EOL-000000628540,B.Crocidura dsinezumi,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,818,species,-2229861,A.Crocidura raineyi,EOL-000000628541,B.Crocidura raineyi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,819,species,-2229803,A.Crocidura greenwoodi,EOL-000000628542,B.Crocidura greenwoodi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,820,species,-2229830,A.Crocidura tanakae,EOL-000000628543,B.Crocidura tanakae,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,821,species,-2229873,A.Crocidura allex,EOL-000000628544,B.Crocidura allex,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,822,species,-2229763,A.Crocidura andamanensis,EOL-000000628545,B.Crocidura andamanensis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,823,species,-2229948,A.Crocidura maurisca,EOL-000000628546,B.Crocidura maurisca,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,824,species,-2229963,A.Crocidura macmillani,EOL-000000628547,B.Crocidura macmillani,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,825,species,-2229845,A.Crocidura canariensis,EOL-000000628548,B.Crocidura canariensis,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,826,species,-2229849,A.Crocidura batesi,EOL-000000628549,B.Crocidura batesi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,827,species,-2229823,A.Crocidura pergrisea,EOL-000000628550,B.Crocidura pergrisea,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,828,species,-2229831,A.Crocidura crenata,EOL-000000628551,B.Crocidura crenata,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,829,species,-2229837,A.Crocidura watasei,EOL-000000628552,B.Crocidura watasei,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,830,species,-2229935,A.Crocidura maxi,EOL-000000628553,B.Crocidura maxi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,831,species,-2229931,A.Crocidura tenuis,EOL-000000628554,B.Crocidura tenuis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,832,species,-2230000,A.Crocidura fuliginosa,EOL-000000628555,B.Crocidura fuliginosa,=,,,,scientificName,source; taxonomicStatus; number_of_children,
——————————,833,subspecies,-2332319,A.Crocidura fuliginosa fuliginosa,EOL-000000628556,B.Crocidura fuliginosa fuliginosa,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,834,subspecies,-2332318,A.Crocidura fuliginosa dracula,EOL-000000628557,B.Crocidura fuliginosa dracula,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,835,species,-2229895,A.Crocidura grandis,EOL-000000628558,B.Crocidura grandis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,836,species,-2229919,A.Crocidura flavescens,EOL-000000628559,B.Crocidura flavescens,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,shared tip
—————————,837,species,-2229848,A.Crocidura olivieri,EOL-000000628560,B.Crocidura olivieri,=,,,,scientificName,source; taxonomicStatus,
——————————,838,subspecies,-2332221,A.Crocidura olivieri sururae,EOL-000000628561,B.Crocidura olivieri sururae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,839,subspecies,-2332215,A.Crocidura olivieri anchietae,EOL-000000628562,B.Crocidura olivieri anchietae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,840,subspecies,-2332210,A.Crocidura olivieri spurelli,EOL-000000628563,B.Crocidura olivieri spurelli,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,841,subspecies,-2332209,A.Crocidura olivieri hansruppi,EOL-000000628564,B.Crocidura olivieri hansruppi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,842,subspecies,-2332206,A.Crocidura olivieri olivieri,EOL-000000628565,B.Crocidura olivieri olivieri,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,843,subspecies,-2332205,A.Crocidura olivieri cinereoaenea,EOL-000000628566,B.Crocidura olivieri cinereoaenea,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,844,subspecies,-2332219,A.Crocidura olivieri toritensis,EOL-000000628567,B.Crocidura olivieri toritensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,845,subspecies,-2332217,A.Crocidura olivieri darfurea,EOL-000000628568,B.Crocidura olivieri darfurea,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,846,subspecies,-2332214,A.Crocidura olivieri zuleika,EOL-000000628569,B.Crocidura olivieri zuleika,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,847,subspecies,-2332203,A.Crocidura olivieri occidentalis,EOL-000000628570,B.Crocidura olivieri occidentalis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,848,subspecies,-2332207,A.Crocidura olivieri bueae,EOL-000000628571,B.Crocidura olivieri bueae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,849,subspecies,-2332213,A.Crocidura olivieri odorata,EOL-000000628572,B.Crocidura olivieri odorata,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,850,subspecies,-2332204,A.Crocidura olivieri guineensis,EOL-000000628573,B.Crocidura olivieri guineensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,851,subspecies,-2332212,A.Crocidura olivieri martiensseni,EOL-000000628574,B.Crocidura olivieri martiensseni,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,852,subspecies,-2332216,A.Crocidura olivieri nyansae,EOL-000000628575,B.Crocidura olivieri nyansae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,853,subspecies,-2332220,A.Crocidura olivieri kivu,EOL-000000628576,B.Crocidura olivieri kivu,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,854,subspecies,-2332208,A.Crocidura olivieri giffardi,EOL-000000628577,B.Crocidura olivieri giffardi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,855,subspecies,-2332218,A.Crocidura olivieri hedenborgiana,EOL-000000628578,B.Crocidura olivieri hedenborgiana,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,856,subspecies,-2332211,A.Crocidura olivieri manni,EOL-000000628579,B.Crocidura olivieri manni,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,857,subspecies,-2332222,A.Crocidura olivieri cara,EOL-000000628580,B.Crocidura olivieri cara,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,858,species,-2229822,A.Crocidura vosmaeri,EOL-000000628581,B.Crocidura vosmaeri,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,859,species,-2229782,A.Crocidura nicobarica,EOL-000000628582,B.Crocidura nicobarica,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,860,species,-2229850,A.Crocidura luna,EOL-000000628583,B.Crocidura luna,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,861,species,-2229820,A.Crocidura littoralis,EOL-000000628584,B.Crocidura littoralis,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,862,species,-2229864,A.Crocidura russula,EOL-000000628585,B.Crocidura russula,=,,,,scientificName,source; taxonomicStatus; number_of_children,
——————————,863,subspecies,-2332238,A.Crocidura russula peta,EOL-000000628586,B.Crocidura russula peta,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,864,subspecies,-2332247,A.Crocidura russula osorio,EOL-000000628587,B.Crocidura russula osorio,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,865,subspecies,-2332245,A.Crocidura russula cintrae,EOL-000000628588,B.Crocidura russula cintrae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,866,subspecies,-2332250,A.Crocidura russula russula,EOL-000000628589,B.Crocidura russula russula,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,867,subspecies,-2332243,A.Crocidura russula pulchra,EOL-000000628590,B.Crocidura russula pulchra,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,868,subspecies,-2332241,A.Crocidura russula yebalensis,EOL-000000628591,B.Crocidura russula yebalensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,869,species,-2229933,A.Crocidura shantungensis,EOL-000000628592,B.Crocidura shantungensis,=,,,,scientificName,source; taxonomicStatus,
——————————,870,subspecies,-2332275,A.Crocidura shantungensis quelpartis,EOL-000000628593,B.Crocidura shantungensis quelpartis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,871,subspecies,-2332276,A.Crocidura shantungensis shantungensis,EOL-000000628594,B.Crocidura shantungensis shantungensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,872,species,-2229769,A.Crocidura rapax,EOL-000000628595,B.Crocidura rapax,=,,,,scientificName,source; taxonomicStatus,
——————————,873,subspecies,-2332172,A.Crocidura rapax tadae,EOL-000000628596,B.Crocidura rapax tadae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,874,subspecies,-2332173,A.Crocidura rapax kurodai,EOL-000000628597,B.Crocidura rapax kurodai,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,875,subspecies,-2332171,A.Crocidura rapax rapax,EOL-000000628598,B.Crocidura rapax rapax,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,876,subspecies,-2332170,A.Crocidura rapax lutaoensis,EOL-000000628599,B.Crocidura rapax lutaoensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,877,species,-2229905,A.Crocidura hutanis,EOL-000000628600,B.Crocidura hutanis,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,878,species,-2229853,A.Crocidura polia,EOL-000000628601,B.Crocidura polia,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,879,species,-2229810,A.Crocidura grayi,EOL-000000628602,B.Crocidura grayi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,880,species,-2230005,A.Crocidura selina,EOL-000000628603,B.Crocidura selina,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,881,species,-2229766,A.Crocidura monax,EOL-000000628604,B.Crocidura monax,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,882,species,-2229913,A.Crocidura manengubae,EOL-000000628605,B.Crocidura manengubae,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,883,species,-2229934,A.Crocidura aleksandrisi,EOL-000000628606,B.Crocidura aleksandrisi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,884,species,-2229982,A.Crocidura voi,EOL-000000628607,B.Crocidura voi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,885,species,-2229783,A.Crocidura planiceps,EOL-000000628608,B.Crocidura planiceps,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,886,species,-2229863,A.Crocidura congobelgica,EOL-000000628609,B.Crocidura congobelgica,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,887,species,-2229866,A.Crocidura desperata,EOL-000000628610,B.Crocidura desperata,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,888,species,-2229874,A.Crocidura leucodon,EOL-000000628611,B.Crocidura leucodon,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
