indent,taxonID,rank,A id,A name,B id,B name,relation,other id,other name,note,reason,changed_props,unchanged
,1,class,-168130,A.Mammalia,EOL-000000627548,B.Mammalia,=,,,,scientificName,source; taxonomicStatus; number_of_children,
—,2,subclass,-326288,A.Theria,EOL-000000627549,B.Theria,=,,,,scientificName,source; taxonomicStatus; taxonRank,
——,3,clade,-577014,A.Metatheria,EOL-000000627550,B.Metatheria,=,,,,scientificName,source; taxonomicStatus; number_of_children,
———,4,clade,-738667,A.Marsupialia,EOL-000000627551,B.Marsupialia,=,,,,scientificName,source; taxonomicStatus,
————,5,clade,,,EOL-000000627552,B.Australidelphia,><,-1104876,A.Australidelphia,reorganization,A.Vombatiformes is in; its sibling A.Macropididae is not,,
—————,6,order,,,EOL-000000627553,B.Diprotodontia,<,-1225509,A.Diprotodontia,increased resolution,A.Macropididae is not in it,,
——————,7,suborder,,,EOL-000000627554,B.Macropodiformes,><,-1351765,A.Macropodiformes,reorganization,B.Nambaroo is in; its sibling B.Wururoo is not,,
———————,8,family,,,EOL-000000627555,B.Balbaridae,><,-1225509,A.Diprotodontia,reorganization,A.Nambaroo is in; its sibling A.Dorcopsulus is not,,
————————,9,genus,-1351768,A.Wururoo,EOL-000000627556,B.Wururoo,=,,,moved,scientificName,source; taxonomicStatus; number_of_children,shared tip
————————,10,genus,-2227976,A.Nambaroo,EOL-000000627557,B.Nambaroo,=,,,moved,canonicalName,source; taxonomicStatus; number_of_children; scientificName,shared tip
———————,11,superfamily,,,EOL-000000627558,B.Macropodoidea,><,-1225509,A.Diprotodontia,reorganization,A.Dorcopsulus is in; its sibling A.Nambaroo is not,,
————————,12,family,,,EOL-000000627559,B.Macropodidae,<,-1870368,A.Macropodidae,increased resolution,A.Nambaroo is not in it,,
—————————,13,genus,,,EOL-000000627560,B.Setonix,~,-2328376,A.Setonix brachyurus,,monotypic-inversion,,
——————————,14,species,-2328376,A.Setonix brachyurus,EOL-000000627561,B.Setonix brachyurus,=,,,moved,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,15,genus,-2227943,A.Thylogale,EOL-000000627562,B.Thylogale,=,,,moved,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,16,species,-2328283,A.Thylogale calabyi,EOL-000000627563,B.Thylogale calabyi,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,17,species,-2328285,A.Thylogale thetis,EOL-000000627564,B.Thylogale thetis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,18,species,-2328286,A.Thylogale stigmatica,EOL-000000627565,B.Thylogale stigmatica,=,,,,scientificName,source; taxonomicStatus,
———————————,19,subspecies,-2382173,A.Thylogale stigmatica oriomo,EOL-000000627566,B.Thylogale stigmatica oriomo,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,20,subspecies,-2382174,A.Thylogale stigmatica stigmatica,EOL-000000627567,B.Thylogale stigmatica stigmatica,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,21,subspecies,-2382175,A.Thylogale stigmatica coxenii,EOL-000000627568,B.Thylogale stigmatica coxenii,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,22,subspecies,-2382172,A.Thylogale stigmatica wilcoxi,EOL-000000627569,B.Thylogale stigmatica wilcoxi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,23,species,-2328281,A.Thylogale brunii,EOL-000000627570,B.Thylogale brunii,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,24,species,-2328287,A.Thylogale browni,EOL-000000627571,B.Thylogale browni,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,25,species,-2328288,A.Thylogale lanatus,EOL-000000627572,B.Thylogale lanatus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,26,species,-2328289,A.Thylogale billardierii,EOL-000000627573,B.Thylogale billardierii,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,27,genus,-2227955,A.Petrogale,EOL-000000627574,B.Petrogale,=,,,moved,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,28,species,-2328382,A.Petrogale godmani,EOL-000000627575,B.Petrogale godmani,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,29,species,-2328393,A.Petrogale persephone,EOL-000000627576,B.Petrogale persephone,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,30,species,-2328391,A.Petrogale purpureicollis,EOL-000000627577,B.Petrogale purpureicollis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,31,species,-2328385,A.Petrogale burbidgei,EOL-000000627578,B.Petrogale burbidgei,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,32,species,-2328388,A.Petrogale penicillata,EOL-000000627579,B.Petrogale penicillata,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,33,species,-2328389,A.Petrogale rothschildi,EOL-000000627580,B.Petrogale rothschildi,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,34,species,-2328380,A.Petrogale brachyotis,EOL-000000627581,B.Petrogale brachyotis,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
——————————,35,species,-2328379,A.Petrogale coenensis,EOL-000000627582,B.Petrogale coenensis,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,36,species,-2328381,A.Petrogale assimilis,EOL-000000627583,B.Petrogale assimilis,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,37,species,-2328383,A.Petrogale xanthopus,EOL-000000627584,B.Petrogale xanthopus,=,,,,scientificName,source; taxonomicStatus,
———————————,38,subspecies,-2382215,A.Petrogale xanthopus xanthopus,EOL-000000627585,B.Petrogale xanthopus xanthopus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,39,subspecies,-2382216,A.Petrogale xanthopus celeris,EOL-000000627586,B.Petrogale xanthopus celeris,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,40,species,-2328386,A.Petrogale herberti,EOL-000000627587,B.Petrogale herberti,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,41,species,-2328377,A.Petrogale concinna,EOL-000000627588,B.Petrogale concinna,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,42,species,-2328390,A.Petrogale lateralis,EOL-000000627589,B.Petrogale lateralis,=,,,,scientificName,source; taxonomicStatus,
———————————,43,subspecies,-2382218,A.Petrogale lateralis pearsoni,EOL-000000627590,B.Petrogale lateralis pearsoni,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,44,subspecies,-2382219,A.Petrogale lateralis lateralis,EOL-000000627591,B.Petrogale lateralis lateralis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,45,subspecies,-2382217,A.Petrogale lateralis hacketti,EOL-000000627592,B.Petrogale lateralis hacketti,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,46,species,-2328384,A.Petrogale mareeba,EOL-000000627593,B.Petrogale mareeba,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,47,species,-2328387,A.Petrogale inornata,EOL-000000627594,B.Petrogale inornata,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,48,species,-2328378,A.Petrogale sharmani,EOL-000000627595,B.Petrogale sharmani,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,49,genus,-2227970,A.Dendrolagus,EOL-000000627596,B.Dendrolagus,=,,,moved,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,50,species,-2328434,A.Dendrolagus ursinus,EOL-000000627597,B.Dendrolagus ursinus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,51,species,-2328438,A.Dendrolagus pulcherrimus,EOL-000000627598,B.Dendrolagus pulcherrimus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,52,species,-2328432,A.Dendrolagus scottae,EOL-000000627599,B.Dendrolagus scottae,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,53,species,-2328436,A.Dendrolagus goodfellowi,EOL-000000627600,B.Dendrolagus goodfellowi,=,,,,scientificName,source; taxonomicStatus; number_of_children,
———————————,54,subspecies,-2382229,A.Dendrolagus goodfellowi goodfellowi,EOL-000000627601,B.Dendrolagus goodfellowi goodfellowi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,55,subspecies,-2382227,A.Dendrolagus goodfellowi buergersi,EOL-000000627602,B.Dendrolagus goodfellowi buergersi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,56,species,-2328435,A.Dendrolagus inustus,EOL-000000627603,B.Dendrolagus inustus,=,,,,scientificName,source; taxonomicStatus,
———————————,57,subspecies,-2382226,A.Dendrolagus inustus inustus,EOL-000000627604,B.Dendrolagus inustus inustus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,58,subspecies,-2382225,A.Dendrolagus inustus finschi,EOL-000000627605,B.Dendrolagus inustus finschi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,59,species,-2328442,A.Dendrolagus dorianus,EOL-000000627606,B.Dendrolagus dorianus,=,,,,scientificName,source; taxonomicStatus; number_of_children,
———————————,60,subspecies,-2382235,A.Dendrolagus dorianus notatus,EOL-000000627607,B.Dendrolagus dorianus notatus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,61,subspecies,-2382234,A.Dendrolagus dorianus mayri,EOL-000000627608,B.Dendrolagus dorianus mayri,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,62,subspecies,-2382233,A.Dendrolagus dorianus dorianus,EOL-000000627609,B.Dendrolagus dorianus dorianus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,63,species,-2328444,A.Dendrolagus lumholtzi,EOL-000000627610,B.Dendrolagus lumholtzi,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,64,species,-2328437,A.Dendrolagus bennettianus,EOL-000000627611,B.Dendrolagus bennettianus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,65,species,-2328445,A.Dendrolagus mbaiso,EOL-000000627612,B.Dendrolagus mbaiso,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,66,species,-2328439,A.Dendrolagus spadix,EOL-000000627613,B.Dendrolagus spadix,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
——————————,67,species,-2328441,A.Dendrolagus matschiei,EOL-000000627614,B.Dendrolagus matschiei,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,shared tip
——————————,68,species,-2328440,A.Dendrolagus stellarum,EOL-000000627615,B.Dendrolagus stellarum,=,,,,canonicalName,source; taxonomicStatus; scientificName,shared tip
—————————,69,genus,-2227968,A.Lagorchestes,EOL-000000627616,B.Lagorchestes,=,,,moved,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,70,species,-2328430,A.Lagorchestes conspicillatus,EOL-000000627617,B.Lagorchestes conspicillatus,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
——————————,71,species,-2328428,A.Lagorchestes asomatus,EOL-000000627618,B.Lagorchestes asomatus,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,72,species,-2328429,A.Lagorchestes leporides,EOL-000000627619,B.Lagorchestes leporides,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,73,species,-2328427,A.Lagorchestes hirsutus,EOL-000000627620,B.Lagorchestes hirsutus,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,74,genus,,,EOL-000000627621,B.Wallabia,~,-2328397,A.Wallabia bicolor,,monotypic-inversion,,
——————————,75,species,-2328397,A.Wallabia bicolor,EOL-000000627622,B.Wallabia bicolor,=,,,moved,scientificName,source; taxonomicStatus,shared tip
—————————,76,genus,-2227945,A.Dorcopsulus,EOL-000000627623,B.Dorcopsulus,=,,,moved,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,77,species,-2328301,A.Dorcopsulus vanheurni,EOL-000000627624,B.Dorcopsulus vanheurni,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,78,species,-2328299,A.Dorcopsulus macleayi,EOL-000000627625,B.Dorcopsulus macleayi,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,79,genus,-2227950,A.Macropus,EOL-000000627626,B.Macropus,=,,,moved,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,80,species,-2328340,A.Macropus irma,EOL-000000627627,B.Macropus irma#EOL-000000627627,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,shared tip
——————————,81,species,-2328319,A.Macropus agilis,EOL-000000627628,B.Macropus agilis#EOL-000000627628,=,,,,canonicalName+invalid,source; taxonomicStatus; number_of_children; scientificName,
———————————,82,subspecies,-2382176,A.Macropus agilis nigrescens,EOL-000000627629,B.Macropus agilis nigrescens,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,83,subspecies,-2382180,A.Macropus agilis agilis,EOL-000000627630,B.Macropus agilis agilis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,84,subspecies,-2382177,A.Macropus agilis jardinii,EOL-000000627631,B.Macropus agilis jardinii,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,85,subspecies,-2382179,A.Macropus agilis papuanus,EOL-000000627632,B.Macropus agilis papuanus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,86,species,-2328329,A.Macropus fuliginosus,EOL-000000627633,B.Macropus fuliginosus#EOL-000000627633,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,
———————————,87,subspecies,-2382196,A.Macropus fuliginosus fuliginosus,EOL-000000627634,B.Macropus fuliginosus fuliginosus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,88,subspecies,-2382195,A.Macropus fuliginosus melanops,EOL-000000627635,B.Macropus fuliginosus melanops,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,89,subspecies,-2382197,A.Macropus fuliginosus ocydromus,EOL-000000627636,B.Macropus fuliginosus ocydromus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,90,species,-2328331,A.Macropus bernardus,EOL-000000627637,B.Macropus bernardus#EOL-000000627637,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,shared tip
——————————,91,species,-2328316,A.Macropus dorsalis,EOL-000000627638,B.Macropus dorsalis#EOL-000000627638,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,shared tip
——————————,92,species,-2328345,A.Macropus greyi,EOL-000000627639,B.Macropus greyi#EOL-000000627639,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,shared tip
——————————,93,species,-2328321,A.Macropus robustus,EOL-000000627640,B.Macropus robustus#EOL-000000627640,=,,,,canonicalName+invalid,source; taxonomicStatus; number_of_children; scientificName,
———————————,94,subspecies,-2382190,A.Macropus robustus isabellinus,EOL-000000627641,B.Macropus robustus isabellinus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,95,subspecies,-2382189,A.Macropus robustus woodwardi,EOL-000000627642,B.Macropus robustus woodwardi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,96,subspecies,-2382191,A.Macropus robustus erubescens,EOL-000000627643,B.Macropus robustus erubescens,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,97,subspecies,-2382183,A.Macropus robustus robustus,EOL-000000627644,B.Macropus robustus robustus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,98,species,-2328344,A.Macropus giganteus,EOL-000000627645,B.Macropus giganteus#EOL-000000627645,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,
———————————,99,subspecies,-2382198,A.Macropus giganteus tasmaniensis,EOL-000000627646,B.Macropus giganteus tasmaniensis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,100,subspecies,-2382199,A.Macropus giganteus giganteus,EOL-000000627647,B.Macropus giganteus giganteus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,101,species,-2328313,A.Macropus eugenii,EOL-000000627648,B.Macropus eugenii#EOL-000000627648,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,shared tip
——————————,102,species,-2328310,A.Macropus parma,EOL-000000627649,B.Macropus parma#EOL-000000627649,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,shared tip
——————————,103,species,-2328323,A.Macropus rufus,EOL-000000627650,B.Macropus rufus#EOL-000000627650,=,,,,canonicalName+invalid,source; taxonomicStatus; number_of_children; scientificName,shared tip
——————————,104,species,-2328363,A.Macropus rufogriseus,EOL-000000627651,B.Macropus rufogriseus#EOL-000000627651,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,
———————————,105,subspecies,-2382203,A.Macropus rufogriseus rufogriseus,EOL-000000627652,B.Macropus rufogriseus rufogriseus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,106,subspecies,-2382202,A.Macropus rufogriseus banksianus,EOL-000000627653,B.Macropus rufogriseus banksianus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,107,subspecies,-2382204,A.Macropus rufogriseus fruticus,EOL-000000627654,B.Macropus rufogriseus fruticus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,108,species,-2328309,A.Macropus parryi,EOL-000000627655,B.Macropus parryi#EOL-000000627655,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,shared tip
——————————,109,species,-2328330,A.Macropus antilopinus,EOL-000000627656,B.Macropus antilopinus#EOL-000000627656,=,,,,canonicalName+invalid,source; taxonomicStatus; scientificName,shared tip
—————————,110,genus,-2227952,A.Dorcopsis,EOL-000000627657,B.Dorcopsis,=,,,moved,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,111,species,-2328372,A.Dorcopsis atrata,EOL-000000627658,B.Dorcopsis atrata,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,112,species,-2328369,A.Dorcopsis muelleri,EOL-000000627659,B.Dorcopsis muelleri,=,,,,scientificName,source; taxonomicStatus,
———————————,113,subspecies,-2382208,A.Dorcopsis muelleri muelleri,EOL-000000627660,B.Dorcopsis muelleri muelleri,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,114,subspecies,-2382207,A.Dorcopsis muelleri mysoliae,EOL-000000627661,B.Dorcopsis muelleri mysoliae,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,115,subspecies,-2382209,A.Dorcopsis muelleri yapeni,EOL-000000627662,B.Dorcopsis muelleri yapeni,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,116,subspecies,-2382210,A.Dorcopsis muelleri lorentzii,EOL-000000627663,B.Dorcopsis muelleri lorentzii,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,117,species,-2328373,A.Dorcopsis luctuosa,EOL-000000627664,B.Dorcopsis luctuosa,=,,,,scientificName,source; taxonomicStatus,
———————————,118,subspecies,-2382211,A.Dorcopsis luctuosa phyllis,EOL-000000627665,B.Dorcopsis luctuosa phyllis,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,119,subspecies,-2382212,A.Dorcopsis luctuosa luctuosa,EOL-000000627666,B.Dorcopsis luctuosa luctuosa,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
——————————,120,species,-2328367,A.Dorcopsis hageni,EOL-000000627667,B.Dorcopsis hageni,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
—————————,121,genus,-2227979,A.Onychogalea,EOL-000000627668,B.Onychogalea,=,,,moved,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,122,species,-2328462,A.Onychogalea lunata,EOL-000000627669,B.Onychogalea lunata,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,123,species,-2328461,A.Onychogalea unguifera,EOL-000000627670,B.Onychogalea unguifera,=,,,,scientificName,source; taxonomicStatus,shared tip
——————————,124,species,-2328463,A.Onychogalea fraenata,EOL-000000627671,B.Onychogalea fraenata,=,,,,scientificName,source; taxonomicStatus,shared tip
—————————,125,genus,,,EOL-000000627672,B.Lagostrophus,~,-2328451,A.Lagostrophus fasciatus,,monotypic-inversion,,
——————————,126,species,-2328451,A.Lagostrophus fasciatus,EOL-000000627673,B.Lagostrophus fasciatus,=,,,moved,canonicalName,source; taxonomicStatus; scientificName,
———————————,127,subspecies,-2382237,A.Lagostrophus fasciatus fasciatus,EOL-000000627674,B.Lagostrophus fasciatus fasciatus,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,128,subspecies,-2382236,A.Lagostrophus fasciatus baudinettei,EOL-000000627675,B.Lagostrophus fasciatus baudinettei,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
————————,129,family,,,EOL-000000627676,B.Potoroidae,>,-1870367,A.Potoroidae,,B.Ngamaroo is not in it,,
—————————,130,genus,-1351769,A.Ngamaroo,EOL-000000627677,B.Ngamaroo,=,,,moved,canonicalName,source; taxonomicStatus; number_of_children; scientificName,shared tip
—————————,131,genus,,,EOL-000000627678,B.Aepyprymnus,~,-2328250,A.Aepyprymnus rufescens,,monotypic-inversion,,
——————————,132,species,-2328250,A.Aepyprymnus rufescens,EOL-000000627679,B.Aepyprymnus rufescens,=,,,moved,scientificName,source; taxonomicStatus,shared tip
—————————,133,genus,,,EOL-000000627680,B.Caloprymnus,~,-2328238,A.Caloprymnus campestris,,monotypic-inversion,,
——————————,134,species,-2328238,A.Caloprymnus campestris,EOL-000000627681,B.Caloprymnus campestris,=,,,moved,scientificName,source; taxonomicStatus,shared tip
———————,135,family,,,EOL-000000627694,B.Hypsiprymnodontidae,~,-2227985,A.Hypsiprymnodon moschatus,,monotypic-inversion,,
————————,136,genus,,,EOL-000000627695,B.Hypsiprymnodon,~,-2227985,A.Hypsiprymnodon moschatus,,monotypic-inversion,,
—————————,137,species,-2227985,A.Hypsiprymnodon moschatus,EOL-000000627696,B.Hypsiprymnodon moschatus,=,,,moved,scientificName,source; taxonomicStatus,shared tip
——————,138,suborder,,,EOL-000000627697,B.Vombatiformes,>,-1351764,A.Vombatiformes,,B.Maradidae is not in it,,
———————,139,family,,,EOL-000000627708,B.Phascolarctidae,~,-2227916,A.Phascolarctos cinereus,,monotypic-inversion,,
————————,140,genus,,,EOL-000000627709,B.Phascolarctos,~,-2227916,A.Phascolarctos cinereus,,monotypic-inversion,,
—————————,141,species,-2227916,A.Phascolarctos cinereus,EOL-000000627710,B.Phascolarctos cinereus,=,,,moved,scientificName,source; taxonomicStatus; number_of_children,shared tip
———————,142,family,-1351773,A.Maradidae,EOL-000000627711,B.Maradidae,=,,,moved,scientificName,source; taxonomicStatus; number_of_children,shared tip
———————,143,suborder,,,-1351764,A.Vombatiformes,<,EOL-000000627697,B.Vombatiformes,increased resolution,B.Maradidae is not in it,,
————————,144,family,-1599207,A.Ilariidae,EOL-000000627698,B.Ilariidae,=,,,,scientificName,source; taxonomicStatus; number_of_children,shared tip
————————,145,family,-1599208,A.Vombatidae,EOL-000000627699,B.Vombatidae,=,,,,scientificName,source; taxonomicStatus; number_of_children,
—————————,146,genus,-1870357,A.Lasiorhinus,EOL-000000627700,B.Lasiorhinus,=,,,,scientificName,source; taxonomicStatus; number_of_children,
——————————,147,species,-2227908,A.Lasiorhinus latifrons barnardi,EOL-000000627701,B.Lasiorhinus latifrons,=,,,,EOLid,source; taxonomicStatus; canonicalName; scientificName,shared tip
——————————,148,species,-2227911,A.Lasiorhinus krefftii,EOL-000000627702,B.Lasiorhinus krefftii,=,,,,scientificName,source; taxonomicStatus,
———————————,149,subspecies,-2328234,A.Lasiorhinus krefftii krefftii,EOL-000000627703,B.Lasiorhinus krefftii krefftii,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,150,subspecies,-2328233,A.Lasiorhinus krefftii barnardi,EOL-000000627704,B.Lasiorhinus krefftii barnardi,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
———————————,151,subspecies,-2328235,A.Lasiorhinus krefftii gillespiei,EOL-000000627705,B.Lasiorhinus krefftii gillespiei,=,,,,canonicalName,source; taxonomicStatus; taxonRank; scientificName,shared tip
—————————,152,genus,,,EOL-000000627706,B.Vombatus,~,-2227902,A.Vombatus ursinus,,monotypic-inversion,,
——————————,153,species,-2227902,A.Vombatus ursinus,EOL-000000627707,B.Vombatus ursinus,=,,,moved,scientificName,source; taxonomicStatus,shared tip
————————,154,family,,,-1599209,A.Phascolarctidae,~,EOL-000000627710,B.Phascolarctos cinereus,,monotypic-inversion,,
—————————,155,genus,,,-1870361,A.Phascolarctos,~,EOL-000000627710,B.Phascolarctos cinereus,,monotypic-inversion,,
——————————,156,species,,,-2227917,A.Phascolarctos stirtoni,,,,,,,
——————————,157,species,,,-2227915,A.Phascolarctos maris,,,,,,,
—————————,158,genus,,,-1870364,A.Madakoala,,,,,,,
——————————,159,species,,,-2227922,A.Madakoala hellsi,,,,,,,
——————————,160,species,,,-2227923,A.Madakoala devisi,,,,,,,
——————————,161,species,,,-2227924,A.Madakoala wellsi,,,,,,,
—————————,162,genus,,,-1870362,A.Perikoala,,,,,,,
——————————,163,species,,,-2227918,A.Perikoala robusta,,,,,,,
——————————,164,species,,,-2227919,A.Perikoala palankarinniea,,,,,,,
——————————,165,species,,,-2227920,A.Perikoala palankarinnica,,,,,,,
—————————,166,genus,,,-1870366,A.Litokoala,,,,,,,
——————————,167,species,,,-2227927,A.Litokoala dicksmithi,,,,,,,
——————————,168,species,,,-2227932,A.Litokoala kutjamarpensis,,,,,,,
——————————,169,species,,,-2227929,A.Litokoala kanunkaensis,,,,,,,
——————————,170,species,,,-2227930,A.Litokoala garyjohnstoni,,,,,,,
——————————,171,species,,,-2227931,A.Litokoala dicktedfordi,,,,,,,
——————————,172,species,,,-2227928,A.Litokoala thurmerae,,,,,,,
—————————,173,genus,,,-1870363,A.Invictokoala,,,,,,,
——————————,174,species,,,-2227921,A.Invictokoala monticola,,,,,,,
—————————,175,genus,,,-1870365,A.Koobor,,,,,,,
——————————,176,species,,,-2227925,A.Koobor jimbarrati,,,,,,,
——————————,177,species,,,-2227926,A.Koobor notabilis,,,,,,,
—————————,178,genus,,,-1870360,A.Priscakoala,,,,,,,
——————————,179,species,,,-2227914,A.Priscakoala lucyturnbullae,,,,,,,
——————,180,suborder,-1351767,A.Phalangeriformes,EOL-000000627712,B.Phalangeriformes,=,,,moved,scientificName,source; taxonomicStatus,
———————,181,superfamily,-1599217,A.Phalangeroidea,EOL-000000627713,B.Phalangeroidea,=,,,,scientificName,source; taxonomicStatus,
————————,182,family,-1870399,A.Burramyidae,EOL-000000627714,B.Burramyidae,=,,,,scientificName,source; taxonomicStatus,
—————————,183,genus,,,EOL-000000627715,B.Burramys,~,-2328538,A.Burramys parvus,,monotypic-inversion,,
——————————,184,species,-2328538,A.Burramys parvus,EOL-000000627716,B.Burramys parvus,=,,,moved,scientificName,source; taxonomicStatus,shared tip
—————————,185,genus,-2228062,A.Cercartetus,EOL-000000627717,B.Cercartetus,=,,,,canonicalName,source; taxonomicStatus; number_of_children; scientificName,
——————————,186,species,-2328541,A.Cercartetus caudatus,EOL-000000627718,B.Cercartetus caudatus,=,,,,scientificName,source; taxonomicStatus,
